IdGestion;DiasAtraso;MontoDeuda;Canal;ContactoEfectivo;PromesasCumplidas;NotaGestor;Pago30d
2458;198.0;26031.08;whatsapp;si;3;toma nota de la gestion sin comprometer una fecha;0
2459;133.0;21007.84;whatsapp;si;1;se deja mensaje en el contestador con los datos de contacto;1
2460;91.0;135006.95;whatsapp;si;1;consulta el monto exacto para ponerse al dia esta semana;1
2461;92.0;13700.72;telefono;no;1;atiende y pide volver a llamar en horario de la tarde;0
2462;211.0;150898.71;email;no;2;se niega a pagar y menciona que iniciara un reclamo;0
2463;87.0;75097.7;email;si;2;atiende y pide volver a llamar en horario de la tarde;0
2464;165.0;130685.12;telefono;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
2465;98.0;24138.69;visita;no;1;se envia detalle de la deuda por el canal habitual;0
2466;85.0;65126.4;whatsapp;si;0;atendio un tercero que dice no conocer al titular;0
2467;112.0;42268.58;telefono;si;1;consulta el monto exacto para ponerse al dia esta semana;1
2468;315.0;49879.06;telefono;si;2;pide plan de pagos en tres cuotas y deja telefono alternativo;0
2469;154.0;104820.84;visita;no;1;se deja mensaje en el contestador con los datos de contacto;0
2470;79.0;114405.33;visita;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2471;114.0;76214.33;email;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2472;146.0;76873.34;whatsapp;no;1;atendio un tercero que dice no conocer al titular;0
2473;138.0;8134.73;whatsapp;no;0;no atiende el telefono, el numero figura fuera de servicio;0
2474;36.0;16166.03;telefono;no;2;atendio un tercero que dice no conocer al titular;0
2475;123.0;16339.5;telefono;no;0;se envia detalle de la deuda por el canal habitual;0
2476;210.0;18019.01;email;no;1;se deja mensaje en el contestador con los datos de contacto;0
2477;93.0;526354.06;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;0
2478;23.0;115594.72;telefono;si;1;se envia detalle de la deuda por el canal habitual;1
2479;91.0;93763.65;email;no;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
2480;174.0;60347.73;telefono;si;1;atendio un tercero que dice no conocer al titular;0
2481;186.0;33954.19;telefono;si;1;atiende y pide volver a llamar en horario de la tarde;0
2482;139.0;51916.02;whatsapp;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
2483;116.0;8781.86;visita;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;1
2484;25.0;75439.6;telefono;si;0;no atiende el telefono, el numero figura fuera de servicio;1
2485;29.0;99055.35;visita;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
2486;209.0;22840.8;telefono;no;0;consulta el monto exacto para ponerse al dia esta semana;0
2487;220.0;21064.31;whatsapp;no;1;toma nota de la gestion sin comprometer una fecha;0
2488;203.0;57849.95;telefono;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2489;115.0;29606.62;telefono;si;0;toma nota de la gestion sin comprometer una fecha;1
2490;59.0;18775.86;telefono;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
2491;216.0;5893.41;telefono;no;0;se envia detalle de la deuda por el canal habitual;0
2492;233.0;60110.36;email;no;1;no atiende el telefono, el numero figura fuera de servicio;0
2493;61.0;52911.78;whatsapp;si;2;manifiesta intencion de regularizar apenas cobre el sueldo;1
2494;91.0;56701.26;whatsapp;si;0;atiende y pide volver a llamar en horario de la tarde;1
2495;335.0;20713.98;telefono;no;0;se niega a pagar y menciona que iniciara un reclamo;0
2496;129.0;64730.22;telefono;si;1;no atiende el telefono, el numero figura fuera de servicio;0
2497;211.0;68094.92;email;si;0;atendio un tercero que dice no conocer al titular;0
2498;98.0;46358.16;email;no;1;se envia detalle de la deuda por el canal habitual;0
2499;182.0;84773.6;telefono;si;1;se niega a pagar y menciona que iniciara un reclamo;0
2500;44.0;25237.41;whatsapp;si;2;solicita que le enviemos los datos de la cuenta por escrito;1
2501;183.0;26878.68;telefono;no;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2502;138.0;14394.92;whatsapp;si;1;toma nota de la gestion sin comprometer una fecha;0
2503;130.0;33829.64;email;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
2504;51.0;7173.82;telefono;si;1;toma nota de la gestion sin comprometer una fecha;1
2505;398.0;172430.52;visita;no;0;no atiende el telefono, el numero figura fuera de servicio;0
2506;19.0;63394.06;telefono;no;1;atiende y pide volver a llamar en horario de la tarde;0
2507;89.0;31306.97;telefono;si;0;se deja mensaje en el contestador con los datos de contacto;1
2508;80.0;232577.77;whatsapp;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;0
2509;211.0;5205.08;visita;si;1;toma nota de la gestion sin comprometer una fecha;0
2510;105.0;15715.02;email;si;2;consulta el monto exacto para ponerse al dia esta semana;0
2511;13.0;35363.21;whatsapp;no;0;se niega a pagar y menciona que iniciara un reclamo;1
2512;95.0;41113.0;email;si;2;se deja mensaje en el contestador con los datos de contacto;1
2513;260.0;92668.44;email;no;0;atendio un tercero que dice no conocer al titular;0
2514;105.0;95596.69;email;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
2515;191.0;68993.6;visita;no;3;se deja mensaje en el contestador con los datos de contacto;0
2516;101.0;26668.51;visita;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
2517;172.0;42385.31;telefono;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;0
2518;37.0;13963.3;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;1
2519;72.0;169937.76;telefono;si;1;consulta el monto exacto para ponerse al dia esta semana;1
2520;185.0;67611.24;telefono;no;0;atendio un tercero que dice no conocer al titular;0
2521;178.0;23579.23;email;si;2;manifiesta intencion de regularizar apenas cobre el sueldo;1
2522;135.0;54774.46;visita;si;1;atendio un tercero que dice no conocer al titular;0
2523;161.0;137969.91;email;si;0;atiende y pide volver a llamar en horario de la tarde;0
2524;52.0;73663.51;visita;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
2525;72.0;30980.67;telefono;no;1;atiende y pide volver a llamar en horario de la tarde;0
2526;239.0;98969.57;telefono;no;0;consulta el monto exacto para ponerse al dia esta semana;0
2527;126.0;60248.38;whatsapp;si;0;consulta el monto exacto para ponerse al dia esta semana;1
2528;91.0;30270.31;telefono;no;0;se deja mensaje en el contestador con los datos de contacto;0
2529;53.0;80047.24;whatsapp;si;2;solicita que le enviemos los datos de la cuenta por escrito;1
2530;106.0;99137.32;whatsapp;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;0
2531;86.0;60595.92;email;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;0
2532;350.0;43505.19;whatsapp;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2533;114.0;19786.23;email;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
2534;80.0;52926.13;whatsapp;si;1;no atiende el telefono, el numero figura fuera de servicio;1
2535;193.0;73068.66;whatsapp;no;0;se deja mensaje en el contestador con los datos de contacto;0
2536;57.0;32265.88;whatsapp;si;1;se deja mensaje en el contestador con los datos de contacto;0
2537;68.0;395088.92;telefono;no;0;toma nota de la gestion sin comprometer una fecha;0
2538;234.0;65040.45;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;0
2539;77.0;17533.04;email;si;0;solicita que le enviemos los datos de la cuenta por escrito;1
2540;112.0;40639.15;whatsapp;si;0;se envia detalle de la deuda por el canal habitual;1
2541;95.0;61382.68;telefono;si;2;atiende y pide volver a llamar en horario de la tarde;1
2542;42.0;56293.75;telefono;si;0;toma nota de la gestion sin comprometer una fecha;1
2543;68.0;15523.15;email;si;1;atiende y pide volver a llamar en horario de la tarde;1
2544;35.0;39604.79;email;no;0;se envia detalle de la deuda por el canal habitual;0
2545;193.0;66578.41;email;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
2546;110.0;41183.17;email;si;0;toma nota de la gestion sin comprometer una fecha;0
2547;183.0;26685.42;telefono;si;0;toma nota de la gestion sin comprometer una fecha;0
2548;48.0;62505.54;visita;si;2;pide plan de pagos en tres cuotas y deja telefono alternativo;0
2549;63.0;35571.39;email;si;0;toma nota de la gestion sin comprometer una fecha;0
2550;10.0;27801.24;telefono;no;0;no atiende el telefono, el numero figura fuera de servicio;1
2551;41.0;93887.68;telefono;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2552;61.0;38168.69;telefono;si;1;consulta el monto exacto para ponerse al dia esta semana;1
2553;27.0;85035.0;whatsapp;si;1;se deja mensaje en el contestador con los datos de contacto;1
2554;145.0;13167.26;email;si;1;se niega a pagar y menciona que iniciara un reclamo;0
2555;153.0;73160.49;telefono;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
2556;96.0;25515.41;visita;si;2;se niega a pagar y menciona que iniciara un reclamo;1
2557;52.0;13332.28;email;si;0;consulta el monto exacto para ponerse al dia esta semana;1
2558;193.0;96189.37;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
2559;143.0;115898.45;telefono;si;1;consulta el monto exacto para ponerse al dia esta semana;1
2560;224.0;15285.97;visita;no;0;atiende y pide volver a llamar en horario de la tarde;0
2561;153.0;51265.43;telefono;si;0;atiende y pide volver a llamar en horario de la tarde;0
2562;161.0;148883.51;whatsapp;no;0;atendio un tercero que dice no conocer al titular;0
2563;115.0;172439.23;email;no;1;atiende y pide volver a llamar en horario de la tarde;0
2564;58.0;79324.31;whatsapp;si;0;consulta el monto exacto para ponerse al dia esta semana;0
2565;242.0;30431.12;email;si;0;se niega a pagar y menciona que iniciara un reclamo;0
2566;68.0;10854.75;telefono;no;0;atiende y pide volver a llamar en horario de la tarde;0
2567;94.0;47562.15;email;si;1;atiende y pide volver a llamar en horario de la tarde;0
2568;53.0;138264.58;telefono;si;2;solicita que le enviemos los datos de la cuenta por escrito;1
2569;149.0;76101.36;visita;si;2;solicita que le enviemos los datos de la cuenta por escrito;1
2570;174.0;155494.59;telefono;no;0;no atiende el telefono, el numero figura fuera de servicio;0
2571;107.0;28051.72;visita;si;0;se envia detalle de la deuda por el canal habitual;0
2572;412.0;22277.38;visita;si;1;atendio un tercero que dice no conocer al titular;0
2573;56.0;26612.83;email;no;1;se niega a pagar y menciona que iniciara un reclamo;0
2574;36.0;17123.15;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;1
2575;29.0;43058.68;email;si;0;se niega a pagar y menciona que iniciara un reclamo;0
2576;76.0;32368.99;email;si;1;atiende y pide volver a llamar en horario de la tarde;1
2577;57.0;57646.57;telefono;no;4;no atiende el telefono, el numero figura fuera de servicio;0
2578;182.0;71451.33;telefono;no;0;toma nota de la gestion sin comprometer una fecha;0
2579;46.0;133501.0;visita;no;1;atendio un tercero que dice no conocer al titular;0
2580;62.0;31295.95;telefono;si;3;se envia detalle de la deuda por el canal habitual;1
2581;15.0;33048.33;visita;si;2;consulta el monto exacto para ponerse al dia esta semana;1
2582;25.0;32686.15;telefono;no;1;consulta el monto exacto para ponerse al dia esta semana;0
2583;184.0;34864.14;telefono;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
2584;80.0;8351.45;whatsapp;no;0;solicita que le enviemos los datos de la cuenta por escrito;0
2585;44.0;12031.11;telefono;si;0;no atiende el telefono, el numero figura fuera de servicio;0
2586;108.0;14456.96;whatsapp;si;0;se niega a pagar y menciona que iniciara un reclamo;0
2587;226.0;42852.41;email;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
2588;161.0;44755.13;whatsapp;si;1;se envia detalle de la deuda por el canal habitual;0
2589;169.0;113823.1;email;si;0;atendio un tercero que dice no conocer al titular;0
2590;173.0;31889.74;visita;si;2;se envia detalle de la deuda por el canal habitual;0
2591;44.0;18887.53;telefono;no;3;atiende y pide volver a llamar en horario de la tarde;1
2592;135.0;77141.01;telefono;no;1;se envia detalle de la deuda por el canal habitual;0
2593;250.0;44028.23;whatsapp;no;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2594;36.0;41608.9;whatsapp;no;1;se envia detalle de la deuda por el canal habitual;0
2595;178.0;82415.31;visita;si;1;se deja mensaje en el contestador con los datos de contacto;0
2596;138.0;26139.07;whatsapp;si;3;no atiende el telefono, el numero figura fuera de servicio;1
2597;315.0;96944.4;email;no;0;se deja mensaje en el contestador con los datos de contacto;0
2598;138.0;30724.75;whatsapp;si;0;toma nota de la gestion sin comprometer una fecha;0
2599;82.0;11335.38;whatsapp;no;2;toma nota de la gestion sin comprometer una fecha;0
2600;81.0;36441.41;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;1
2601;60.0;22580.38;whatsapp;no;0;solicita que le enviemos los datos de la cuenta por escrito;0
2602;73.0;10460.3;whatsapp;si;1;consulta el monto exacto para ponerse al dia esta semana;1
2603;53.0;21466.67;email;si;1;atiende y pide volver a llamar en horario de la tarde;1
2604;50.0;244952.98;telefono;no;0;se envia detalle de la deuda por el canal habitual;0
2605;132.0;28376.68;telefono;si;0;toma nota de la gestion sin comprometer una fecha;0
2606;168.0;41564.69;email;no;1;se niega a pagar y menciona que iniciara un reclamo;0
2607;95.0;24782.72;whatsapp;si;1;se envia detalle de la deuda por el canal habitual;1
2608;92.0;34903.61;telefono;no;3;solicita que le enviemos los datos de la cuenta por escrito;1
2609;68.0;34459.33;whatsapp;no;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2610;33.0;189833.27;whatsapp;no;0;se deja mensaje en el contestador con los datos de contacto;0
2611;150.0;37449.26;email;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2612;159.0;35502.15;telefono;si;1;toma nota de la gestion sin comprometer una fecha;0
2613;14.0;21884.94;whatsapp;si;1;toma nota de la gestion sin comprometer una fecha;1
2614;137.0;189272.86;telefono;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;0
2615;181.0;37745.77;whatsapp;no;0;atiende y pide volver a llamar en horario de la tarde;0
2616;143.0;50514.03;visita;no;1;no atiende el telefono, el numero figura fuera de servicio;0
2617;53.0;50283.69;whatsapp;no;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
2618;146.0;102052.95;visita;no;2;toma nota de la gestion sin comprometer una fecha;0
2619;100.0;65365.43;whatsapp;no;1;atendio un tercero que dice no conocer al titular;0
2620;44.0;45915.35;whatsapp;si;2;pide plan de pagos en tres cuotas y deja telefono alternativo;1
2621;64.0;12549.57;telefono;no;0;se envia detalle de la deuda por el canal habitual;0
2622;155.0;97172.16;telefono;si;0;se envia detalle de la deuda por el canal habitual;0
2623;462.0;23066.95;telefono;no;1;se deja mensaje en el contestador con los datos de contacto;0
2624;167.0;54087.76;telefono;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;0
2625;129.0;45946.73;email;no;1;se deja mensaje en el contestador con los datos de contacto;0
2626;88.0;15796.63;telefono;si;1;consulta el monto exacto para ponerse al dia esta semana;1
2627;25.0;50306.44;whatsapp;si;0;toma nota de la gestion sin comprometer una fecha;1
2628;114.0;87495.63;whatsapp;si;1;atendio un tercero que dice no conocer al titular;0
2629;84.0;53779.72;email;si;1;solicita que le enviemos los datos de la cuenta por escrito;1
2630;95.0;81104.58;whatsapp;si;1;atiende y pide volver a llamar en horario de la tarde;1
2631;95.0;29450.06;telefono;si;0;se niega a pagar y menciona que iniciara un reclamo;0
2632;25.0;69429.12;visita;si;0;atiende y pide volver a llamar en horario de la tarde;1
2633;90.0;4549.58;visita;si;0;solicita que le enviemos los datos de la cuenta por escrito;1
2634;102.0;43382.49;visita;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
2635;311.0;47443.9;telefono;no;1;se envia detalle de la deuda por el canal habitual;0
2636;97.0;21291.39;whatsapp;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2637;98.0;19565.06;email;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2638;52.0;14292.62;whatsapp;no;2;atiende y pide volver a llamar en horario de la tarde;0
2639;37.0;63070.17;email;no;0;atiende y pide volver a llamar en horario de la tarde;0
2640;124.0;54927.3;whatsapp;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2641;68.0;185233.27;email;si;0;toma nota de la gestion sin comprometer una fecha;0
2642;43.0;32775.03;telefono;si;2;manifiesta intencion de regularizar apenas cobre el sueldo;1
2643;114.0;104736.14;whatsapp;si;0;toma nota de la gestion sin comprometer una fecha;0
2644;54.0;14355.16;whatsapp;no;2;no atiende el telefono, el numero figura fuera de servicio;0
2645;149.0;42632.59;whatsapp;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
2646;134.0;45989.48;email;si;2;consulta el monto exacto para ponerse al dia esta semana;1
2647;161.0;166489.53;email;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
2648;53.0;10101.39;telefono;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
2649;79.0;19455.56;visita;si;0;no atiende el telefono, el numero figura fuera de servicio;0
2650;185.0;27507.03;email;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2651;187.0;58061.3;visita;no;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2652;149.0;35910.04;email;no;1;atendio un tercero que dice no conocer al titular;0
2653;98.0;4908.2;visita;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2654;89.0;26068.31;whatsapp;si;1;consulta el monto exacto para ponerse al dia esta semana;1
2655;61.0;14564.65;email;si;0;se deja mensaje en el contestador con los datos de contacto;1
2656;28.0;44032.06;telefono;si;1;se deja mensaje en el contestador con los datos de contacto;1
2657;167.0;64255.71;whatsapp;si;1;atiende y pide volver a llamar en horario de la tarde;0
2658;147.0;11829.96;whatsapp;si;0;se envia detalle de la deuda por el canal habitual;1
2659;109.0;63150.0;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
2660;125.0;53858.78;visita;si;1;toma nota de la gestion sin comprometer una fecha;0
2661;72.0;54553.77;email;si;0;toma nota de la gestion sin comprometer una fecha;1
2662;35.0;49286.37;telefono;no;3;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2663;34.0;33193.15;telefono;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
2664;155.0;19891.51;email;no;0;se deja mensaje en el contestador con los datos de contacto;0
2665;107.0;119056.5;email;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;1
2666;48.0;20358.27;telefono;no;1;no atiende el telefono, el numero figura fuera de servicio;0
2667;23.0;34010.16;whatsapp;si;0;no atiende el telefono, el numero figura fuera de servicio;1
2668;266.0;49429.54;whatsapp;no;0;se niega a pagar y menciona que iniciara un reclamo;0
2669;69.0;10901.45;telefono;no;0;toma nota de la gestion sin comprometer una fecha;0
2670;35.0;10004.34;visita;no;0;se envia detalle de la deuda por el canal habitual;0
2671;68.0;41675.56;telefono;si;1;atendio un tercero que dice no conocer al titular;0
2672;48.0;5693.7;telefono;si;0;se deja mensaje en el contestador con los datos de contacto;0
2673;62.0;42559.79;whatsapp;no;1;no atiende el telefono, el numero figura fuera de servicio;0
2674;122.0;59952.11;whatsapp;si;0;se envia detalle de la deuda por el canal habitual;0
2675;74.0;16062.38;email;si;3;atiende y pide volver a llamar en horario de la tarde;1
2676;117.0;11954.19;whatsapp;si;2;atiende y pide volver a llamar en horario de la tarde;1
2677;77.0;39410.29;telefono;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
2678;128.0;22491.51;email;si;1;solicita que le enviemos los datos de la cuenta por escrito;0
2679;110.0;78871.27;telefono;no;0;se niega a pagar y menciona que iniciara un reclamo;0
2680;44.0;11248.83;email;si;1;toma nota de la gestion sin comprometer una fecha;1
2681;158.0;59450.39;whatsapp;si;0;consulta el monto exacto para ponerse al dia esta semana;0
2682;324.0;24530.25;whatsapp;si;0;consulta el monto exacto para ponerse al dia esta semana;0
2683;284.0;43344.45;email;no;1;se deja mensaje en el contestador con los datos de contacto;0
2684;225.0;81697.75;telefono;si;2;consulta el monto exacto para ponerse al dia esta semana;1
2685;101.0;115369.94;visita;si;0;se envia detalle de la deuda por el canal habitual;0
2686;70.0;28404.63;whatsapp;no;1;atendio un tercero que dice no conocer al titular;0
2687;230.0;33138.21;whatsapp;no;1;no atiende el telefono, el numero figura fuera de servicio;0
2688;194.0;14342.22;email;no;1;se niega a pagar y menciona que iniciara un reclamo;0
2689;107.0;131935.65;telefono;no;0;toma nota de la gestion sin comprometer una fecha;0
2690;61.0;26964.73;whatsapp;si;1;toma nota de la gestion sin comprometer una fecha;1
2691;78.0;19084.17;whatsapp;no;1;se envia detalle de la deuda por el canal habitual;0
2692;119.0;73298.33;telefono;si;1;no atiende el telefono, el numero figura fuera de servicio;0
2693;150.0;52123.92;email;si;2;pide plan de pagos en tres cuotas y deja telefono alternativo;1
2694;109.0;41248.1;email;no;0;toma nota de la gestion sin comprometer una fecha;0
2695;190.0;33770.71;whatsapp;no;2;se deja mensaje en el contestador con los datos de contacto;0
2696;182.0;6937.1;visita;si;2;consulta el monto exacto para ponerse al dia esta semana;1
2697;91.0;33648.32;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
2698;137.0;8283.91;whatsapp;no;2;atiende y pide volver a llamar en horario de la tarde;0
2699;68.0;45565.4;visita;si;1;se envia detalle de la deuda por el canal habitual;0
2700;39.0;113740.59;email;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
2701;217.0;18671.27;email;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
2702;102.0;31847.53;telefono;si;2;no atiende el telefono, el numero figura fuera de servicio;0
2703;134.0;19472.83;whatsapp;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;1
2704;440.0;64094.17;visita;no;0;se niega a pagar y menciona que iniciara un reclamo;0
2705;78.0;17749.61;telefono;si;1;se deja mensaje en el contestador con los datos de contacto;0
2706;73.0;16011.28;telefono;no;0;toma nota de la gestion sin comprometer una fecha;0
2707;90.0;76876.96;email;no;2;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2708;154.0;71029.63;telefono;si;0;se niega a pagar y menciona que iniciara un reclamo;0
2709;203.0;19660.51;email;no;1;atiende y pide volver a llamar en horario de la tarde;0
2710;183.0;46712.88;telefono;no;0;atiende y pide volver a llamar en horario de la tarde;0
2711;34.0;52069.76;whatsapp;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
2712;64.0;16824.47;whatsapp;no;1;se envia detalle de la deuda por el canal habitual;0
2713;60.0;67522.65;telefono;si;1;se deja mensaje en el contestador con los datos de contacto;1
2714;149.0;11526.63;email;si;1;se envia detalle de la deuda por el canal habitual;1
2715;38.0;104750.51;email;no;2;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2716;175.0;15873.23;whatsapp;no;2;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2717;182.0;51708.53;visita;no;0;se envia detalle de la deuda por el canal habitual;0
2718;233.0;22818.12;whatsapp;no;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2719;76.0;47801.75;whatsapp;no;0;se deja mensaje en el contestador con los datos de contacto;1
2720;298.0;70196.49;telefono;si;1;atiende y pide volver a llamar en horario de la tarde;0
2721;100.0;24156.06;email;no;1;toma nota de la gestion sin comprometer una fecha;0
2722;32.0;20440.95;visita;si;2;toma nota de la gestion sin comprometer una fecha;1
2723;106.0;24971.0;telefono;si;0;se envia detalle de la deuda por el canal habitual;0
2724;33.0;70207.05;email;no;1;no atiende el telefono, el numero figura fuera de servicio;0
2725;223.0;19436.75;email;no;1;se deja mensaje en el contestador con los datos de contacto;0
2726;156.0;41545.06;email;no;2;atiende y pide volver a llamar en horario de la tarde;0
2727;45.0;37979.06;email;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
2728;161.0;16892.46;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
2729;70.0;47499.93;whatsapp;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
2730;281.0;24348.79;visita;si;1;se niega a pagar y menciona que iniciara un reclamo;0
2731;171.0;80923.26;visita;no;1;atendio un tercero que dice no conocer al titular;0
2732;40.0;39594.85;email;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
2733;43.0;36853.92;visita;si;0;atiende y pide volver a llamar en horario de la tarde;1
2734;72.0;46639.96;telefono;si;0;toma nota de la gestion sin comprometer una fecha;0
2735;57.0;34526.75;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;1
2736;188.0;17183.03;email;si;1;atiende y pide volver a llamar en horario de la tarde;0
2737;42.0;60701.85;whatsapp;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
2738;54.0;127369.7;telefono;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2739;23.0;55123.28;whatsapp;si;0;se envia detalle de la deuda por el canal habitual;1
2740;157.0;88235.35;telefono;no;4;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2741;107.0;62840.31;whatsapp;si;0;atendio un tercero que dice no conocer al titular;0
2742;180.0;96581.4;telefono;si;0;se deja mensaje en el contestador con los datos de contacto;0
2743;40.0;126839.85;telefono;si;1;no atiende el telefono, el numero figura fuera de servicio;1
2744;301.0;16286.07;whatsapp;no;2;no atiende el telefono, el numero figura fuera de servicio;0
2745;152.0;88125.48;telefono;si;0;se deja mensaje en el contestador con los datos de contacto;0
2746;136.0;66952.53;visita;si;1;se envia detalle de la deuda por el canal habitual;0
2747;158.0;7192.25;whatsapp;si;0;atendio un tercero que dice no conocer al titular;0
2748;191.0;39269.17;telefono;si;2;toma nota de la gestion sin comprometer una fecha;1
2749;56.0;231969.34;telefono;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
2750;68.0;20656.62;whatsapp;no;0;atendio un tercero que dice no conocer al titular;0
2751;118.0;18088.33;telefono;si;0;toma nota de la gestion sin comprometer una fecha;1
2752;96.0;54294.84;telefono;si;0;toma nota de la gestion sin comprometer una fecha;0
2753;65.0;17088.26;email;si;3;atendio un tercero que dice no conocer al titular;1
2754;192.0;47490.31;visita;no;1;se envia detalle de la deuda por el canal habitual;0
2755;96.0;30124.34;whatsapp;si;2;consulta el monto exacto para ponerse al dia esta semana;1
2756;261.0;27266.97;email;si;2;pide plan de pagos en tres cuotas y deja telefono alternativo;0
2757;129.0;11458.59;email;no;0;atendio un tercero que dice no conocer al titular;0
2758;212.0;24918.17;telefono;no;0;se envia detalle de la deuda por el canal habitual;0
2759;228.0;186549.11;telefono;no;0;toma nota de la gestion sin comprometer una fecha;0
2760;73.0;96292.93;telefono;si;0;consulta el monto exacto para ponerse al dia esta semana;1
2761;74.0;239427.11;whatsapp;si;0;se deja mensaje en el contestador con los datos de contacto;0
2762;35.0;83819.74;whatsapp;si;2;pide plan de pagos en tres cuotas y deja telefono alternativo;1
2763;178.0;111441.43;whatsapp;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
2764;23.0;35406.64;telefono;no;1;no atiende el telefono, el numero figura fuera de servicio;0
2765;109.0;15882.34;email;si;1;se deja mensaje en el contestador con los datos de contacto;0
2766;104.0;206699.39;whatsapp;no;3;atendio un tercero que dice no conocer al titular;0
2767;117.0;12984.81;whatsapp;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
2768;60.0;36290.05;email;no;0;se deja mensaje en el contestador con los datos de contacto;0
2769;237.0;17348.24;email;si;2;toma nota de la gestion sin comprometer una fecha;0
2770;36.0;31491.06;telefono;si;1;se envia detalle de la deuda por el canal habitual;1
2771;100.0;49472.19;telefono;si;0;atiende y pide volver a llamar en horario de la tarde;1
2772;89.0;44802.71;telefono;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
2773;269.0;5984.66;email;si;0;atendio un tercero que dice no conocer al titular;0
2774;99.0;56441.33;whatsapp;si;0;atendio un tercero que dice no conocer al titular;0
2775;76.0;29671.2;visita;si;3;consulta el monto exacto para ponerse al dia esta semana;1
